Translated_Tweet,Suicide
ربما جامي سائق في حالة سكر قادم إلى حركة المرور القادمة,Potential Suicide post 
  لي أعرف جيدًا أنني سأكره نفسي لأخذها على أي حال ,Potential Suicide post 
أنا من بين كل ما عندي من مدس اللعين ، اعتقدت عائلتي أنه من الأفضل القيام به منذ أن تعبت من المرضى و  ,Potential Suicide post 
   لم تكن في الحرب أبدًا ، لكنني أحصل على كوابيس رهيبة توقظني القتال من أجل حياتي هذه هي اضطراب ما بعد الصدمة في الولايات المتحدة,Potential Suicide post 
   أوه ، هذا  نعم يا طائر صغير فقير لا يأتي هنا حوت الفشل,Not Suicide post
سأموت سخيف ، لقد سئمت من استثمار كل شيء في شخص ثم اجعله يلقونه أنا لست مصنوعًا,Potential Suicide post 
في بعض الأحيان ، لقد سئمت من العيش,Potential Suicide post 
  تهانينا لـ     لقبى    ,Not Suicide post
تطمح إلى أن تكون سعيدًا مثل  في كل جانب من جوانب الحياة,Not Suicide post
  اعتدت على التحقق من  ضمن القائمة كل عام لمعرفة ما إذا كان بإمكاني العثور على زوج عليه,Potential Suicide post 
   صوت حتى قطع معصمي والأسود عيني,Potential Suicide post 
 لذلك أحتاج إلى العمل في هذا المشروع والأشخاص يعتمدون علي ولكني لا أفعل أي شيء لأنني أعتقد أنه ,Potential Suicide post 
تسمع هذا  معًا ، يمكننا أن نبدأ نوعًا من الأعمال الرهيبة التي لا تدفع شيئًا وتمتصنا,Potential Suicide post 
  إذا وجدت شخصًا يجعلك سعيدًا الاستمتاع به ، فإن الحياة ليست عادلة ولا تعطي العديد من الفرص ,Not Suicide post
   على  تهانينا,Not Suicide post
لقد دمرت أختي الملك الكون في الليلة التي سبقتها حتى أنني لا أريد حتى أن أكون هنا بعد الآن,Potential Suicide post 
  أنا أتوقف عن ذلك ، وأستمر في الطحن ولكن ما زلت أمتص سخيفًا ، لا توجد حياة شيئًا ما ، ما زلت أمتص سخيفًا ، لن أذهب إلى  أبدًا,Potential Suicide post 
لا أستطيع أن آخذ هذا بعد الآن قد ينهي هذا آسف كحياة,Potential Suicide post 
أريد أن أقتل نفسي مثل ليس حرفيًا ولكن عقليًا وعاطفيًا,Potential Suicide post 
  لا أريد أن أكون هنا بعد الآن لقد دمرت شيئًا جيدًا ,Potential Suicide post 
تجربة  لمشاركات  أحب تدمير  ولكن من الأسهل قراءة ,Not Suicide post
لا نريدهم أن يعتقدوا أننا نفعل أي شيء غير أخلاقي,Not Suicide post
تغريدة تغريدة هنا وتغريد تغريدة هناك ,Not Suicide post
قام  بفحص أن     صفع ,Potential Suicide post 
كل شئ,Not Suicide post
 تطيع آخر خوارزمية  ربما من شأنها أن تبرز حقًا مثل  إذا أعطيته فرصة,Not Suicide post
 هاها أتمنى أن أكون قد سئمت من العيش هنا أريد أن أذهب جنوبًا,Potential Suicide post 
واضحة لدرجة أن لا شيء يسبب الجنون مثل محاولة معرفة سبب قيام  بما يأملونه اليوم مع   هو رائع ,Not Suicide post
لكن    لطيف بالنسبة لي   يعني,Not Suicide post
تعبت من الركل الذي يخرجه من المنزل  على استعداد للنوم والاستيقاظ حتى نفس تينغ إلى الأبد,Potential Suicide post 
  قال ذلك من قبل وسأتي قولها مرة أخرى   يبدو ويبدو مضحكا وهذا لا شيء آخر ,Potential Suicide post 
  بعد عام من الزلزال المدمر في هذه المدينة ، تقول هذه الأم الشابة إنها لا تزال عائلتها لا تملك مأوى ,Potential Suicide post 
   القذرة دائمًا ما يكون الأمر جيدًا أحب ما رأيك,Not Suicide post
الابتعاد عن الإنترنت ستنتهي من شعري,Not Suicide post
بعد الفشل بمجرد أن أشعر أن هذا هو ما أشعر أنني أتمنى أن يتم تمويل الانتحار من قبل الحكومة ، أتمنى أن تكون الأسلحة من أجل الانتحار مثل الواقي الذكري الممنوحة للمراهقين ، لذا إذا كانوا سيفعلون ذلك ، فإنهم يفعلون ذلك بشكل صحيح ، وأتمنى أن تكون القتل القتلية قانونية أتمنى أن أتمنى أن أكون قانونيًالن يضطر إلى الخوف من شراء السم أو البندقية من السوق السوداء لأنه إذا وقعت في حياتي ستزداد سوءًا,Potential Suicide post 
لقد تراجعت صباحًا لمدة يومين في تويتر ، لكنني هنا انتهيت للتو من الجولة الجيدة على استعداد لبدء يوم جديد,Not Suicide post
أبحث عن شخص ما للتحدث مع كل ما أريد فعله هو الموت,Potential Suicide post 
أنا لا أكره اللاعب الذي أكره أن تكون لعبة جيس غلين على الأرجح شخصًا رائعًا ، لكنني سأقتل نفسي أو شخص ما ,Potential Suicide post 
أنا أحب ما قرأته للتو عن   ,Not Suicide post
شاهدت للتو تشاك يخرج مع ميل قريبا,Not Suicide post
  شكرًا لك ، أنا فقط سعيد بعدم إغلاق الأشياء في الشارع بعد الآن ، إنه أبطأ قليلاً مع تفريغ مع ذلك,Not Suicide post
 نفسه لك,Not Suicide post
  نعم لا ، لا أريد أن أكون هنا بعد الآن ، فهذا يؤلمني كثيرًا وأنا أعاني كثيرًا,Potential Suicide post 
 أريد أن أقرأ    أطفال الرجال على الرغم من فرضية مثيرة للاهتمام   ,Not Suicide post
أنا قلق من أنني قد أخسرها غدًا ، لا أستطيع حقًا أن أخبر أي شخص خوفًا من القلق عليهم ، وسأكون لمدة عام واحد وأحد عشر شهرًا نظيفة وغدًا ، سأذهب إلى برنامج صيانة الميثادون الخاص بي في غضون أسبوعين ، سأمشي من المنزلحزم المحكمة كل ما عندي وتنظيف شقتي وتقول وداعا ، لقد آمل حقًا أن لا يتعلق الأمريكفي أن أبدأ من جديد في صدري يبدو وكأنه سوف ينفجر مع القلق ، أشعر أنني سوف أتفكك البكاء أمام القاضي غدًا يوسل من الناحية العملية لحياتي,Potential Suicide post 
أدركت أنني لن أحصل على رسالة معتمدة مفاجئة تفيد بأنني الوريث الوحيد لعائلة ثرية  ,Not Suicide post
 ماذا عن  ,Not Suicide post
صباح تشيلز,Not Suicide post
تعبت من الاستيقاظ من الرغبة في الموت تعبت من كل شيء,Potential Suicide post 
أنا أرى حادث سيارة أتساءل كيف تحطمت,Potential Suicide post 
أنا فقط أريد أن أنام كثيرًا قد أخطأ في هذه السنوات وما زال يزداد سوءًا ، ولا يمكنني تغيير معظم ما يجري من حولي ولكنه سيؤثر دائمًا على أنني لا أريد أن أعطيها الفرصة ، لذا إذا ذهبت ونومولا تستيقظ لا يجب أن أتعامل معها,Potential Suicide post 
  دائمًا مبتهج عندما يكون الأمر مشمسًا في  يعني أن يخرجوا في الوقت المحدد,Not Suicide post
                     ,Not Suicide post
أنفق لتر الكثير من المال الليلة وأحد أسوأ الليالي في وقت واحد على وشك حرفيًا على حدوث ,Potential Suicide post 
                         ,Not Suicide post
  أنا بحجم ولكن يجب أن أرتدي تقويم العظام في حذائي إذا كنت أحاول المشي حتى أتمكن من الابتعاد مع أ,Not Suicide post
                                                   ,Potential Suicide post 
        ,Not Suicide post
 لقد تعبت بالفعل من هذا الأمر مثل العيش في منزل حيث كان الطفل الخادع المضطرب دائمًا ,Potential Suicide post 
  لا أريدهم أن يأتوا لحسابي حرفيًا هو الشيء الوحيد الذي يبقيني من خلال الوجود البائس الذي هو,Potential Suicide post 
  إنه جيد في فلوريدا لصالح  ، وهو خريج في أواخر أبريل ، وهو سعيد حقًا بهذا الأمر,Not Suicide post
                  ,Not Suicide post
              ,Not Suicide post
    أنا مريض وسئمت من الاستماع إلى جاستن ترودو قائلاً إن أولاً وقبل كل شيء كانوا هنا للعمل في ,Potential Suicide post 
